Sentence,Score,Sentiment
Okay. Very helpful. So I think a number of different disease indications that you may consider including flu  including COVID  even Shingrix. Understood. Then  last for Garo  as you think about the cash accretive transactions  just can you just high level talk to the framework that you guys are kind of evaluating internally. When you think about prosecuting these opportunities across the board more advanced late-stage versus earlier stage programs  Kind of  how do you think about a lot of push and pull that might be associated with these transactions ,0.05887800455093384,NEUTRAL
Garo Armen,-0.023363035870715976,NEUTRAL
Right. So all I can tell you right now is  stay tuned. As I said  in the second quarter  starting in the second quarter  we will see cash-accretive transactions including corporate transactions. So unfortunately  I cannot disclose anything more than that right now.,-0.3651132225058973,NEGATIVE
Mayank Mamtani,0.001143528614193201,NEUTRAL
Okay. Thanks for taking my questions.,0.42928380565717816,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
 Operator Instructions  Our next question comes from the line of Matt Phipps with William Blair.,-1.4206161722540855e-05,NEUTRAL
MattPhipps,0.021716057555750012,NEUTRAL
Good morning. Thanks for taking my question. So this morning Sanofi and Regeneron announced positive Phase III results of Libtayo in cervical cancer. I know you guys had previously kind of hinted at meeting to get that accelerated approval BLA in before a full approval was there. I assume  given you guys are close to finishing the bal BLA that the Phase III positive results aren t going to affect that at this point  but just wanted to confirm.,0.4069677162915468,POSITIVE
Jennifer Buell,0.0014714345597894862,NEUTRAL
Hi Matt. Thanks for the question. Yes  I agree with you. So  the accelerated approval pathway remains open until full approval is granted in the same indication. Based on where we are with our filing  we don t believe this will impact our plans.,0.10741258691996336,NEUTRAL
MattPhipps,0.021716057555750012,NEUTRAL
And similarly  obviously  since the bal zal combo that accelerated pathway should still be there as well ,0.03634611889719963,NEUTRAL
Jennifer Buell,0.0014714345597894862,NEUTRAL
For bal zal combo  Absolutely  others actually -- we re the front-runner there.,0.20962722785770893,NEUTRAL
Matt Phipps,0.0006527676014229655,NEUTRAL
All right. Great. Thanks for taking the question.,0.4959939737454988,POSITIVE
Jennifer Buell,0.0014714345597894862,NEUTRAL
Thanks  matt.,0.40837516728788614,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
I m showing no further questions in queue at this time. I d like to turn the call back to Garo Armen for closing remarks.,0.15924629382789135,NEUTRAL
Garo Armen,-0.023363035870715976,NEUTRAL
Thank you  very much everybody. I think we have covered some of the really important highlights. I know that there is considerable amount in our roster here. We do prioritize some of the most important near-term priorities for us and so bear with us. And I think  with our new star team or added star team  I m confident that we will be taking a number of these programs to the finish line expeditiously. Thank you  very much and we ll see you next time.,0.48374319401409593,POSITIVE
Operator,-0.004182040225714445,NEUTRAL
Ladies and gentlemen  this concludes today s conference call. Thank you for participating. You may now disconnect.,0.2389737395569682,POSITIVE
Alta Equipment Group Inc.  ALTG  CEO Ryan Greenawalt on Q       Results - Earnings Call Transcript,0.0011423673495301045,NEUTRAL
Mar.                PM ETAlta Equipment Group Inc.  ALTG ,0.00010361122986068949,NEUTRAL
Alta Equipment Group Inc.  NYSE ALTG  Q       Earnings Conference Call March               PM ET,0.0007462472640327178,NEUTRAL
Company Participants,0.045111452229321,NEUTRAL
Sinem McDonald - Director of External Reporting,-0.0011489069656818174,NEUTRAL
Ryan Greenawalt - Chairman   Chief Executive Officer,-3.0273069569375366e-05,NEUTRAL
Tony Colucci - Chief Financial Officer,6.5183499827981e-05,NEUTRAL
Conference Call Participants,0.00042582026799209416,NEUTRAL
Alex Rygiel - B. Riley,0.0007242742576636374,NEUTRAL
Michael Shlisky - Colliers Securities,0.000204534298973158,NEUTRAL
Bryan Fast - Raymond James,0.002787021396216005,NEUTRAL
Matt Summerville - D.A. Davidson,0.0008912924822652712,NEUTRAL
Operator,-0.004182040225714445,NEUTRAL
Good afternoon  ladies and gentlemen  and welcome to the Alta Equipment Group Fourth Quarter      Earnings Call. At this time all participants are in listen-only mode. Later we will conduct a question-and-answer session and instructions will follow at that time.  Operator Instructions  As a reminder  this conference call is being recorded.,0.2975191365694627,POSITIVE
And now  it is my pleasure to hand over the conference to your host  Sinem McDonald  Director of External Reporting.,0.4804386946489103,POSITIVE
Sinem McDonald,-0.05520077212713659,NEUTRAL
Thank you  Christian. Good afternoon  everyone. Welcome to Alta s fourth quarter and full year      earnings conference call. On the call with us today are Ryan Greenawalt  our Chairman and CEO  and Tony Colucci  our Chief Financial Officer. For today s call management will first provide a review of the fourth quarter and the full year financial results. And then we will conduct a Q A session. We will begin with some prepared remarks before we open the call for your question.,0.41809626956819557,POSITIVE
Before we get started  I d like to remind everyone that this conference call may contain certain forward-looking statements as defined in the Private Securities Litigation Reform Act of       reflecting management s current expectations regarding future results of operations  our business strategy  financial outlook  achievements of the company  and other non-historical statements as described in our press release. These forward-looking statements are subject to both  known and unknown risks  uncertainties and assumptions including those related to all sales growth  market opportunities  and general economic and business conditions. We have based these forward-looking statements largely on our current expectations and projections about future events  and financial trends that we believe may affect our business  financial condition  and results of operations. Although  we believe these expectations reasonable  we undertake no obligation to revise any statements to reflect changes that occur after this call. Descriptions of these and other risks that could cause actual results to differ materially from these forward-looking statements are discussed in our reports filed with the SEC  including our press release that was issued today.,0.0008602480520494282,NEUTRAL
